code,desc
M89.669,"Osteopathy after poliomyelitis, unspecified lower leg"
M89.67,"Osteopathy after poliomyelitis, ankle and foot"
M89.671,"Osteopathy after poliomyelitis, right ankle and foot"
M89.672,"Osteopathy after poliomyelitis, left ankle and foot"
M89.679,"Osteopathy after poliomyelitis, unspecified ankle and foot"
M89.68,"Osteopathy after poliomyelitis, other site"
M89.69,"Osteopathy after poliomyelitis, multiple sites"
M89.7,"Major osseous defect"
M89.70,"Major osseous defect, unspecified site"
M89.71,"Major osseous defect, shoulder region"
M89.71,"Major osseous defect, shoulder region (Major osseous defect clavicle or scapula)"
M89.711,"Major osseous defect, right shoulder region"
M89.712,"Major osseous defect, left shoulder region"
M89.719,"Major osseous defect, unspecified shoulder region"
M89.72,"Major osseous defect, humerus"
M89.721,"Major osseous defect, right humerus"
M89.722,"Major osseous defect, left humerus"
M89.729,"Major osseous defect, unspecified humerus"
M89.73,"Major osseous defect, forearm"
M89.73,"Major osseous defect, forearm (Major osseous defect of radius and ulna)"
M89.731,"Major osseous defect, right forearm"
M89.732,"Major osseous defect, left forearm"
M89.739,"Major osseous defect, unspecified forearm"
M89.74,"Major osseous defect, hand"
M89.74,"Major osseous defect, hand (Major osseous defect of carpus, fingers, metacarpus)"
M89.741,"Major osseous defect, right hand"
M89.742,"Major osseous defect, left hand"
M89.749,"Major osseous defect, unspecified hand"
M89.75,"Major osseous defect, pelvic region and thigh"
M89.75,"Major osseous defect, pelvic region and thigh (Major osseous defect of femur and pelvis)"
M89.751,"Major osseous defect, right pelvic region and thigh"
M89.752,"Major osseous defect, left pelvic region and thigh"
M89.759,"Major osseous defect, unspecified pelvic region and thigh"
M89.76,"Major osseous defect, lower leg"
M89.76,"Major osseous defect, lower leg (Major osseous defect of fibula and tibia)"
M89.761,"Major osseous defect, right lower leg"
M89.762,"Major osseous defect, left lower leg"
M89.769,"Major osseous defect, unspecified lower leg"
M89.77,"Major osseous defect, ankle and foot"
M89.77,"Major osseous defect, ankle and foot (Major osseous defect of metatarsus, tarsus, toes)"
M89.771,"Major osseous defect, right ankle and foot"
M89.772,"Major osseous defect, left ankle and foot"
M89.779,"Major osseous defect, unspecified ankle and foot"
M89.78,"Major osseous defect, other site"
M89.79,"Major osseous defect, multiple sites"
M89.8,"Other specified disorders of bone"
M89.8,"Other specified disorders of bone (Infantile cortical hyperostoses)"
M89.8,"Other specified disorders of bone (Post-traumatic subperiosteal ossification)"
M89.9,"Disorder of bone, unspecified"
M90,"Osteopathies in diseases classified elsewhere"
M90.5,"Osteonecrosis in diseases classified elsewhere"
M90.50,"Osteonecrosis in diseases classified elsewhere, unspecified site"
M90.51,"Osteonecrosis in diseases classified elsewhere, shoulder"
M90.511,"Osteonecrosis in diseases classified elsewhere, right shoulder"
M90.512,"Osteonecrosis in diseases classified elsewhere, left shoulder"
M90.519,"Osteonecrosis in diseases classified elsewhere, unspecified shoulder"
M90.52,"Osteonecrosis in diseases classified elsewhere, upper arm"
M90.521,"Osteonecrosis in diseases classified elsewhere, right upper arm"
M90.522,"Osteonecrosis in diseases classified elsewhere, left upper arm"
M90.529,"Osteonecrosis in diseases classified elsewhere, unspecified upper arm"
M90.53,"Osteonecrosis in diseases classified elsewhere, forearm"
M90.531,"Osteonecrosis in diseases classified elsewhere, right forearm"
M90.532,"Osteonecrosis in diseases classified elsewhere, left forearm"
M90.539,"Osteonecrosis in diseases classified elsewhere, unspecified forearm"
M90.54,"Osteonecrosis in diseases classified elsewhere, hand"
M90.541,"Osteonecrosis in diseases classified elsewhere, right hand"
M90.542,"Osteonecrosis in diseases classified elsewhere, left hand"
M90.549,"Osteonecrosis in diseases classified elsewhere, unspecified hand"
M90.55,"Osteonecrosis in diseases classified elsewhere, thigh"
M90.551,"Osteonecrosis in diseases classified elsewhere, right thigh"
M90.552,"Osteonecrosis in diseases classified elsewhere, left thigh"
M90.559,"Osteonecrosis in diseases classified elsewhere, unspecified thigh"
M90.56,"Osteonecrosis in diseases classified elsewhere, lower leg"
M90.561,"Osteonecrosis in diseases classified elsewhere, right lower leg"
M90.562,"Osteonecrosis in diseases classified elsewhere, left lower leg"
M90.569,"Osteonecrosis in diseases classified elsewhere, unspecified lower leg"
M90.57,"Osteonecrosis in diseases classified elsewhere, ankle and foot"
M90.571,"Osteonecrosis in diseases classified elsewhere, right ankle and foot"
M90.572,"Osteonecrosis in diseases classified elsewhere, left ankle and foot"
M90.579,"Osteonecrosis in diseases classified elsewhere, unspecified ankle and foot"
M90.58,"Osteonecrosis in diseases classified elsewhere, other site"
M90.59,"Osteonecrosis in diseases classified elsewhere, multiple sites"
M90.6,"Osteitis deformans in neoplastic diseases"
M90.6,"Osteitis deformans in neoplastic diseases (Osteitis deformans in malignant neoplasm of bone)"
M90.60,"Osteitis deformans in neoplastic diseases, unspecified site"
M90.61,"Osteitis deformans in neoplastic diseases, shoulder"
M90.611,"Osteitis deformans in neoplastic diseases, right shoulder"
M90.612,"Osteitis deformans in neoplastic diseases, left shoulder"
M90.619,"Osteitis deformans in neoplastic diseases, unspecified shoulder"
M90.62,"Osteitis deformans in neoplastic diseases, upper arm"
M90.621,"Osteitis deformans in neoplastic diseases, right upper arm"
M90.622,"Osteitis deformans in neoplastic diseases, left upper arm"
M90.629,"Osteitis deformans in neoplastic diseases, unspecified upper arm"
M90.63,"Osteitis deformans in neoplastic diseases, forearm"
M90.631,"Osteitis deformans in neoplastic diseases, right forearm"
M90.632,"Osteitis deformans in neoplastic diseases, left forearm"
M90.639,"Osteitis deformans in neoplastic diseases, unspecified forearm"
M90.64,"Osteitis deformans in neoplastic diseases, hand"
M90.641,"Osteitis deformans in neoplastic diseases, right hand"
M90.642,"Osteitis deformans in neoplastic diseases, left hand"
M90.649,"Osteitis deformans in neoplastic diseases, unspecified hand"
M90.65,"Osteitis deformans in neoplastic diseases, thigh"
M90.651,"Osteitis deformans in neoplastic diseases, right thigh"
M90.652,"Osteitis deformans in neoplastic diseases, left thigh"
M90.659,"Osteitis deformans in neoplastic diseases, unspecified thigh"
M90.66,"Osteitis deformans in neoplastic diseases, lower leg"
M90.661,"Osteitis deformans in neoplastic diseases, right lower leg"
M90.662,"Osteitis deformans in neoplastic diseases, left lower leg"
M90.669,"Osteitis deformans in neoplastic diseases, unspecified lower leg"
M90.67,"Osteitis deformans in neoplastic diseases, ankle and foot"
M90.671,"Osteitis deformans in neoplastic diseases, right ankle and foot"
M90.672,"Osteitis deformans in neoplastic diseases, left ankle and foot"
M90.679,"Osteitis deformans in neoplastic diseases, unspecified ankle and foot"
M90.68,"Osteitis deformans in neoplastic diseases, other site"
M90.69,"Osteitis deformans in neoplastic diseases, multiple sites"
M90.8,"Osteopathy in diseases classified elsewhere"
M90.80,"Osteopathy in diseases classified elsewhere, unspecified site"
M90.81,"Osteopathy in diseases classified elsewhere, shoulder"
M90.811,"Osteopathy in diseases classified elsewhere, right shoulder"
M90.812,"Osteopathy in diseases classified elsewhere, left shoulder"
M90.819,"Osteopathy in diseases classified elsewhere, unspecified shoulder"
M90.82,"Osteopathy in diseases classified elsewhere, upper arm"
M90.821,"Osteopathy in diseases classified elsewhere, right upper arm"
M90.822,"Osteopathy in diseases classified elsewhere, left upper arm"
M90.829,"Osteopathy in diseases classified elsewhere, unspecified upper arm"
M90.83,"Osteopathy in diseases classified elsewhere, forearm"
M90.831,"Osteopathy in diseases classified elsewhere, right forearm"
M90.832,"Osteopathy in diseases classified elsewhere, left forearm"
M90.839,"Osteopathy in diseases classified elsewhere, unspecified forearm"
M90.84,"Osteopathy in diseases classified elsewhere, hand"
M90.841,"Osteopathy in diseases classified elsewhere, right hand"
M90.842,"Osteopathy in diseases classified elsewhere, left hand"
M90.849,"Osteopathy in diseases classified elsewhere, unspecified hand"
M90.85,"Osteopathy in diseases classified elsewhere, thigh"
M90.851,"Osteopathy in diseases classified elsewhere, right thigh"
M90.852,"Osteopathy in diseases classified elsewhere, left thigh"
M90.859,"Osteopathy in diseases classified elsewhere, unspecified thigh"
M90.86,"Osteopathy in diseases classified elsewhere, lower leg"
M90.861,"Osteopathy in diseases classified elsewhere, right lower leg"
M90.862,"Osteopathy in diseases classified elsewhere, left lower leg"
M90.869,"Osteopathy in diseases classified elsewhere, unspecified lower leg"
M90.87,"Osteopathy in diseases classified elsewhere, ankle and foot"
M90.871,"Osteopathy in diseases classified elsewhere, right ankle and foot"
M90.872,"Osteopathy in diseases classified elsewhere, left ankle and foot"
M90.879,"Osteopathy in diseases classified elsewhere, unspecified ankle and foot"
M90.88,"Osteopathy in diseases classified elsewhere, other site"
M90.89,"Osteopathy in diseases classified elsewhere, multiple sites"
M91,"Juvenile osteochondrosis of hip and pelvis"
M91.0,"Juvenile osteochondrosis of pelvis"
M91.0,"Juvenile osteochondrosis of pelvis (Osteochondrosis (juvenile) of acetabulum)"
M91.0,"Juvenile osteochondrosis of pelvis (Osteochondrosis (juvenile) of iliac crest [Buchanan])"
M91.0,"Juvenile osteochondrosis of pelvis (Osteochondrosis (juvenile) of ischiopubic synchondrosis [van Neck])"
M91.0,"Juvenile osteochondrosis of pelvis (Osteochondrosis (juvenile) of symphysis pubis [Pierson])"
M91.1,"Juvenile osteochondrosis of head of femur [Legg-Calvé-Perthes]"
M91.10,"Juvenile osteochondrosis of head of femur [Legg-Calvé-Perthes], unspecified leg"
M91.11,"Juvenile osteochondrosis of head of femur [Legg-Calvé-Perthes], right leg"
M91.12,"Juvenile osteochondrosis of head of femur [Legg-Calvé-Perthes], left leg"
M91.2,"Coxa plana"
M91.2,"Coxa plana (Hip deformity due to previous juvenile osteochondrosis)"
M91.20,"Coxa plana, unspecified hip"
M91.21,"Coxa plana, right hip"
M91.22,"Coxa plana, left hip"
M91.3,Pseudocoxalgia
M91.30,"Pseudocoxalgia, unspecified hip"
M91.31,"Pseudocoxalgia, right hip"
M91.32,"Pseudocoxalgia, left hip"
M91.4,"Coxa magna"
M91.40,"Coxa magna, unspecified hip"
M91.41,"Coxa magna, right hip"
M91.42,"Coxa magna, left hip"
M91.8,"Other juvenile osteochondrosis of hip and pelvis"
M91.8,"Other juvenile osteochondrosis of hip and pelvis (Juvenile osteochondrosis after reduction of congenital dislocation of hip)"
M91.80,"Other juvenile osteochondrosis of hip and pelvis, unspecified leg"
M91.81,"Other juvenile osteochondrosis of hip and pelvis, right leg"
M91.82,"Other juvenile osteochondrosis of hip and pelvis, left leg"
M91.9,"Juvenile osteochondrosis of hip and pelvis, unspecified"
M91.90,"Juvenile osteochondrosis of hip and pelvis, unspecified, unspecified leg"
M91.91,"Juvenile osteochondrosis of hip and pelvis, unspecified, right leg"
M91.92,"Juvenile osteochondrosis of hip and pelvis, unspecified, left leg"
M92,"Other juvenile osteochondrosis"
M92.0,"Juvenile osteochondrosis of humerus"
M92.0,"Juvenile osteochondrosis of humerus (Osteochondrosis (juvenile) of capitulum of humerus [Panner])"
M92.0,"Juvenile osteochondrosis of humerus (Osteochondrosis (juvenile) of head of humerus [Haas])"
M92.00,"Juvenile osteochondrosis of humerus, unspecified arm"
M92.01,"Juvenile osteochondrosis of humerus, right arm"
M92.02,"Juvenile osteochondrosis of humerus, left arm"
M92.1,"Juvenile osteochondrosis of radius and ulna"
M92.1,"Juvenile osteochondrosis of radius and ulna (Osteochondrosis (juvenile) of lower ulna [Burns])"
M92.1,"Juvenile osteochondrosis of radius and ulna (Osteochondrosis (juvenile) of radial head [Brailsford])"
M92.10,"Juvenile osteochondrosis of radius and ulna, unspecified arm"
M92.11,"Juvenile osteochondrosis of radius and ulna, right arm"
M92.12,"Juvenile osteochondrosis of radius and ulna, left arm"
M92.2,"Juvenile osteochondrosis, hand"
M92.20,"Unspecified juvenile osteochondrosis, hand"
M92.201,"Unspecified juvenile osteochondrosis, right hand"
M92.202,"Unspecified juvenile osteochondrosis, left hand"
M92.209,"Unspecified juvenile osteochondrosis, unspecified hand"
M92.21,"Osteochondrosis (juvenile) of carpal lunate [Kienböck]"
M92.211,"Osteochondrosis (juvenile) of carpal lunate [Kienböck], right hand"
M92.212,"Osteochondrosis (juvenile) of carpal lunate [Kienböck], left hand"
M92.219,"Osteochondrosis (juvenile) of carpal lunate [Kienböck], unspecified hand"
M92.22,"Osteochondrosis (juvenile) of metacarpal heads [Mauclaire]"
M92.221,"Osteochondrosis (juvenile) of metacarpal heads [Mauclaire], right hand"
M92.222,"Osteochondrosis (juvenile) of metacarpal heads [Mauclaire], left hand"
M92.229,"Osteochondrosis (juvenile) of metacarpal heads [Mauclaire], unspecified hand"
M92.29,"Other juvenile osteochondrosis, hand"
M92.291,"Other juvenile osteochondrosis, right hand"
M92.292,"Other juvenile osteochondrosis, left hand"
M92.299,"Other juvenile osteochondrosis, unspecified hand"
M92.3,"Other juvenile osteochondrosis, upper limb"
M92.30,"Other juvenile osteochondrosis, unspecified upper limb"
M92.31,"Other juvenile osteochondrosis, right upper limb"
M92.32,"Other juvenile osteochondrosis, left upper limb"
M92.4,"Juvenile osteochondrosis of patella"
M92.4,"Juvenile osteochondrosis of patella (Osteochondrosis (juvenile) of primary patellar center [Köhler])"
M92.4,"Juvenile osteochondrosis of patella (Osteochondrosis (juvenile) of secondary patellar centre [Sinding Larsen])"
M92.40,"Juvenile osteochondrosis of patella, unspecified knee"
M92.41,"Juvenile osteochondrosis of patella, right knee"
M92.42,"Juvenile osteochondrosis of patella, left knee"
M92.5,"Juvenile osteochondrosis of tibia and fibula"
M92.50,"Unspecified juvenile osteochondrosis of tibia and fibula"
M92.501,"Unspecified juvenile osteochondrosis, right leg"
M92.502,"Unspecified juvenile osteochondrosis, left leg"
M92.503,"Unspecified juvenile osteochondrosis, bilateral leg"
M92.509,"Unspecified juvenile osteochondrosis, unspecified leg"
M92.51,"Juvenile osteochondrosis of proximal tibia"
M92.51,"Juvenile osteochondrosis of proximal tibia (Blount disease)"
M92.51,"Juvenile osteochondrosis of proximal tibia (Tibia vara)"
M92.511,"Juvenile osteochondrosis of proximal tibia, right leg"
M92.512,"Juvenile osteochondrosis of proximal tibia, left leg"
M92.513,"Juvenile osteochondrosis of proximal tibia, bilateral"
M92.519,"Juvenile osteochondrosis of proximal tibia, unspecified leg"
M92.52,"Juvenile osteochondrosis of tibia tubercle"
M92.52,"Juvenile osteochondrosis of tibia tubercle (Osgood-Schlatter disease)"
M92.521,"Juvenile osteochondrosis of tibia tubercle, right leg"
M92.522,"Juvenile osteochondrosis of tibia tubercle, left leg"
M92.523,"Juvenile osteochondrosis of tibia tubercle, bilateral"
M92.529,"Juvenile osteochondrosis of tibia tubercle, unspecified leg"
M92.59,"Other juvenile osteochondrosis of tibia and fibula"
M92.591,"Other juvenile osteochondrosis of tibia and fibula, right leg"
M92.592,"Other juvenile osteochondrosis of tibia and fibula, left leg"
M92.593,"Other juvenile osteochondrosis of tibia and fibula, bilateral"
M92.599,"Other juvenile osteochondrosis of tibia and fibula, unspecified leg"
M92.6,"Juvenile osteochondrosis of tarsus"
M92.6,"Juvenile osteochondrosis of tarsus (Osteochondrosis (juvenile) of calcaneum [Sever])"
M92.6,"Juvenile osteochondrosis of tarsus (Osteochondrosis (juvenile) of os tibiale externum [Haglund])"
M92.6,"Juvenile osteochondrosis of tarsus (Osteochondrosis (juvenile) of talus [Diaz])"
M92.6,"Juvenile osteochondrosis of tarsus (Osteochondrosis (juvenile) of tarsal navicular [Köhler])"
M92.60,"Juvenile osteochondrosis of tarsus, unspecified ankle"
M92.61,"Juvenile osteochondrosis of tarsus, right ankle"
M92.62,"Juvenile osteochondrosis of tarsus, left ankle"
